Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-04-05 00:00:00+07:00,6250.0,6290.0,6155.0,6155.0,5818.818359375,73311500,0.0,0.0
2021-04-06 00:00:00+07:00,6135.0,6170.0,6080.0,6165.0,5828.27197265625,80215000,0.0,0.0
2021-04-07 00:00:00+07:00,6155.0,6275.0,6135.0,6250.0,5908.6298828125,107908000,0.0,0.0
2021-04-08 00:00:00+07:00,6200.0,6215.0,6125.0,6135.0,5881.212890625,123697500,86.4,0.0
2021-04-09 00:00:00+07:00,6315.0,6320.0,6145.0,6200.0,5943.52392578125,116961000,0.0,0.0
2021-04-12 00:00:00+07:00,6295.0,6295.0,6060.0,6065.0,5814.1083984375,110411500,0.0,0.0
2021-04-13 00:00:00+07:00,6050.0,6060.0,5980.0,6000.0,5751.79736328125,119211500,0.0,0.0
2021-04-14 00:00:00+07:00,6105.0,6305.0,6060.0,6305.0,6044.1806640625,135519500,0.0,0.0
2021-04-15 00:00:00+07:00,6305.0,6310.0,6180.0,6280.0,6020.21484375,102686500,0.0,0.0
2021-04-16 00:00:00+07:00,6370.0,6370.0,6215.0,6275.0,6015.421875,79293500,0.0,0.0
2021-04-19 00:00:00+07:00,6275.0,6280.0,6230.0,6270.0,6010.6279296875,47095000,0.0,0.0
2021-04-20 00:00:00+07:00,6200.0,6250.0,6185.0,6235.0,5977.076171875,72721000,0.0,0.0
2021-04-21 00:00:00+07:00,6200.0,6225.0,6165.0,6165.0,5909.9716796875,68397000,0.0,0.0
2021-04-22 00:00:00+07:00,6200.0,6275.0,6180.0,6215.0,5957.9033203125,63758000,0.0,0.0
2021-04-23 00:00:00+07:00,6280.0,6395.0,6225.0,6390.0,6125.66455078125,108498500,0.0,0.0
2021-04-26 00:00:00+07:00,6395.0,6400.0,6280.0,6285.0,6025.0078125,108742000,0.0,0.0
2021-04-27 00:00:00+07:00,6370.0,6435.0,6355.0,6405.0,6140.04443359375,132650000,0.0,0.0
2021-04-28 00:00:00+07:00,6400.0,6405.0,6315.0,6320.0,6058.560546875,87660000,0.0,0.0
2021-04-29 00:00:00+07:00,6460.0,6460.0,6360.0,6410.0,6144.83740234375,57355000,0.0,0.0
2021-04-30 00:00:00+07:00,6450.0,6450.0,6380.0,6405.0,6140.04443359375,65829500,0.0,0.0
2021-05-03 00:00:00+07:00,6480.0,6480.0,6345.0,6390.0,6125.66455078125,42065500,0.0,0.0
2021-05-04 00:00:00+07:00,6350.0,6430.0,6340.0,6400.0,6135.25048828125,50123500,0.0,0.0
2021-05-05 00:00:00+07:00,6420.0,6430.0,6400.0,6425.0,6159.21630859375,51685000,0.0,0.0
2021-05-06 00:00:00+07:00,6400.0,6450.0,6400.0,6425.0,6159.21630859375,38115500,0.0,0.0
2021-05-07 00:00:00+07:00,6460.0,6460.0,6385.0,6400.0,6135.25048828125,48864000,0.0,0.0
2021-05-10 00:00:00+07:00,6400.0,6420.0,6395.0,6420.0,6154.42333984375,68180500,0.0,0.0
2021-05-11 00:00:00+07:00,6400.0,6480.0,6305.0,6480.0,6211.94140625,70680000,0.0,0.0
2021-05-17 00:00:00+07:00,6500.0,6500.0,6375.0,6500.0,6231.1142578125,129058500,0.0,0.0
2021-05-18 00:00:00+07:00,6400.0,6455.0,6365.0,6390.0,6125.66455078125,73563000,0.0,0.0
2021-05-19 00:00:00+07:00,6380.0,6400.0,6335.0,6345.0,6082.525390625,64912500,0.0,0.0
2021-05-20 00:00:00+07:00,6390.0,6435.0,6350.0,6380.0,6116.078125,64950000,0.0,0.0
2021-05-21 00:00:00+07:00,6450.0,6450.0,6260.0,6360.0,6096.9052734375,92620000,0.0,0.0
2021-05-24 00:00:00+07:00,6355.0,6380.0,6290.0,6325.0,6063.353515625,59210000,0.0,0.0
2021-05-25 00:00:00+07:00,6300.0,6440.0,6300.0,6355.0,6092.11181640625,87470000,0.0,0.0
2021-05-27 00:00:00+07:00,6440.0,6480.0,6270.0,6270.0,6010.6279296875,537971500,0.0,0.0
2021-05-28 00:00:00+07:00,6330.0,6370.0,6330.0,6340.0,6077.732421875,102108500,0.0,0.0
2021-05-31 00:00:00+07:00,6360.0,6390.0,6325.0,6375.0,6111.28466796875,101442000,0.0,0.0
2021-06-02 00:00:00+07:00,6500.0,6515.0,6420.0,6465.0,6197.56201171875,141732500,0.0,0.0
2021-06-03 00:00:00+07:00,6495.0,6600.0,6430.0,6600.0,6326.97705078125,133810500,0.0,0.0
2021-06-04 00:00:00+07:00,6620.0,6620.0,6500.0,6580.0,6307.8046875,62108500,0.0,0.0
2021-06-07 00:00:00+07:00,6560.0,6570.0,6430.0,6530.0,6259.87255859375,62576000,0.0,0.0
2021-06-08 00:00:00+07:00,6575.0,6575.0,6430.0,6430.0,6164.00927734375,64348000,0.0,0.0
2021-06-09 00:00:00+07:00,6360.0,6535.0,6360.0,6530.0,6259.87255859375,77198000,0.0,0.0
2021-06-10 00:00:00+07:00,6555.0,6620.0,6490.0,6620.0,6346.1494140625,73262500,0.0,0.0
2021-06-11 00:00:00+07:00,6570.0,6580.0,6460.0,6470.0,6202.35498046875,72780500,0.0,0.0
2021-06-14 00:00:00+07:00,6520.0,6520.0,6400.0,6410.0,6144.83740234375,61478500,0.0,0.0
