Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2021-04-05 00:00:00+07:00,5908.630024021375,5946.445256175111,5818.81884765625,5818.81884765625,73311500,0.0,0.0,
2021-04-06 00:00:00+07:00,5799.911037769922,5832.999364798764,5747.915095296026,5828.2724609375,80215000,0.0,0.0,
2021-04-07 00:00:00+07:00,5818.819189453126,5932.264892578125,5799.911572265625,5908.63037109375,107908000,0.0,0.0,
2021-04-08 00:00:00+07:00,5943.52452310004,5957.904017913992,5871.627049030281,5881.21337890625,123697500,86.4,0.0,
2021-04-09 00:00:00+07:00,6053.76670827558,6058.559872731855,5890.799116762222,5943.52392578125,116961000,0.0,0.0,
2021-04-12 00:00:00+07:00,6034.593960125979,6034.593960125979,5809.315234052968,5814.1083984375,110411500,0.0,0.0,
2021-04-13 00:00:00+07:00,5799.728515625,5809.31484375,5732.62421875,5751.796875,119211500,0.0,0.0,
2021-04-14 00:00:00+07:00,5852.45360398803,6044.18017578125,5809.315125334556,6044.18017578125,135519500,0.0,0.0,
2021-04-15 00:00:00+07:00,6044.180667172571,6048.973831857085,5924.351550059713,6020.21484375,102686500,0.0,0.0,
2021-04-16 00:00:00+07:00,6106.491511298555,6106.491511298555,5957.903413299925,6015.42138671875,79293500,0.0,0.0,
2021-04-19 00:00:00+07:00,6015.42158257638,6020.214747184011,5972.283101107705,6010.62841796875,47095000,0.0,0.0,
2021-04-20 00:00:00+07:00,5943.524020148357,5991.455665472134,5929.144526551223,5977.076171875,72721000,0.0,0.0,
2021-04-21 00:00:00+07:00,5943.5238303426595,5967.489652239203,5909.9716796875,5909.9716796875,68397000,0.0,0.0,
2021-04-22 00:00:00+07:00,5943.523827182221,6015.421292833618,5924.351169675181,5957.9033203125,63758000,0.0,0.0,
2021-04-23 00:00:00+07:00,6020.214446400626,6130.457226868153,5967.4896383509395,6125.6640625,108498500,0.0,0.0,
2021-04-26 00:00:00+07:00,6130.4574321300715,6135.2505966587105,6020.21464797136,6025.0078125,108742000,0.0,0.0,
2021-04-27 00:00:00+07:00,6106.491792605874,6168.80293334675,6092.112298588749,6140.0439453125,132650000,0.0,0.0,
2021-04-28 00:00:00+07:00,6135.250692246836,6140.043856850153,6053.766893990432,6058.56005859375,87660000,0.0,0.0,
2021-04-29 00:00:00+07:00,6192.768559257996,6192.768559257996,6096.905268867004,6144.8369140625,57355000,0.0,0.0,
2021-04-30 00:00:00+07:00,6183.182427363876,6183.182427363876,6116.078121950624,6140.0439453125,65829500,0.0,0.0,
2021-05-03 00:00:00+07:00,6211.9410211267605,6211.9410211267605,6082.52558318662,6125.6640625,42065500,0.0,0.0,
2021-05-04 00:00:00+07:00,6087.318843841553,6164.009474945068,6077.732514953613,6135.25048828125,50123500,0.0,0.0,
2021-05-05 00:00:00+07:00,6154.423144151265,6164.009473036236,6135.250486381324,6159.21630859375,51685000,0.0,0.0,
2021-05-06 00:00:00+07:00,6135.250486381324,6183.182130806177,6135.250486381324,6159.21630859375,38115500,0.0,0.0,
2021-05-07 00:00:00+07:00,6192.768461608886,6192.768461608886,6120.8709949493405,6135.25048828125,48864000,0.0,0.0,
2021-05-10 00:00:00+07:00,6135.250681464175,6154.42333984375,6130.457516869281,6154.42333984375,68180500,0.0,0.0,
2021-05-11 00:00:00+07:00,6135.250771604939,6211.941406250001,6044.180642963928,6211.94140625,70680000,0.0,0.0,
2021-05-17 00:00:00+07:00,6231.113769531249,6231.113769531249,6111.284658578726,6231.11376953125,129058500,0.0,0.0,
2021-05-18 00:00:00+07:00,6135.250391236307,6187.975199285994,6101.698240659233,6125.6640625,73563000,0.0,0.0,
2021-05-19 00:00:00+07:00,6116.078031114559,6135.250689519307,6072.939549703877,6082.52587890625,64912500,0.0,0.0,
2021-05-20 00:00:00+07:00,6125.6644543495295,6168.802936422413,6087.319136951411,6116.078125,64950000,0.0,0.0,
2021-05-21 00:00:00+07:00,6183.182730044959,6183.182730044959,6001.042463578518,6096.90576171875,92620000,0.0,0.0,
2021-05-24 00:00:00+07:00,6092.112504631917,6116.078328804348,6029.801361783596,6063.353515625,59210000,0.0,0.0,
2021-05-25 00:00:00+07:00,6039.387977293962,6173.596599011606,6039.387977293962,6092.11279296875,87470000,0.0,0.0,
2021-05-27 00:00:00+07:00,6173.59601462819,6211.9413314892345,6010.62841796875,6010.62841796875,537971500,0.0,0.0,
2021-05-28 00:00:00+07:00,6068.146093133872,6106.491408098383,6068.146093133872,6077.732421875,102108500,0.0,0.0,
2021-05-31 00:00:00+07:00,6096.905174632353,6125.664161305147,6063.353023514093,6111.28466796875,101442000,0.0,0.0,
2021-06-02 00:00:00+07:00,6231.114164914443,6245.493659141169,6154.423529038572,6197.56201171875,141732500,0.0,0.0,
2021-06-03 00:00:00+07:00,6226.320597700639,6326.97705078125,6164.009460079309,6326.97705078125,133810500,0.0,0.0,
2021-06-04 00:00:00+07:00,6346.150004749241,6346.150004749241,6231.11405300152,6307.8046875,62108500,0.0,0.0,
2021-06-07 00:00:00+07:00,6288.632034839203,6298.218364160604,6164.009753660987,6259.873046875,62576000,0.0,0.0,
2021-06-08 00:00:00+07:00,6303.0115410551125,6303.0115410551125,6164.009765625,6164.009765625,64348000,0.0,0.0,
2021-06-09 00:00:00+07:00,6096.905448411178,6264.6662115357,6096.905448411178,6259.873046875,77198000,0.0,0.0,
2021-06-10 00:00:00+07:00,6283.838762819226,6346.149902343749,6221.527623294703,6346.14990234375,73262500,0.0,0.0,
2021-06-11 00:00:00+07:00,6298.218272284342,6307.8046014659,6192.7686512871915,6202.35498046875,72780500,0.0,0.0,
2021-06-14 00:00:00+07:00,6250.28653349259,6250.28653349259,6135.250585023401,6144.8369140625,61478500,0.0,0.0,
2021-06-15 00:00:00+07:00,6178.389157514853,6202.35498046875,6140.043840788616,6202.35498046875,87799000,0.0,0.0,
2021-06-16 00:00:00+07:00,6154.423245399373,6168.80273896339,6096.905271143304,6120.87109375,48984000,0.0,0.0,
2021-06-17 00:00:00+07:00,6125.663967620704,6125.663967620704,6015.421188860708,6068.14599609375,68448500,0.0,0.0,
2021-06-18 00:00:00+07:00,6039.387691452569,6082.526174962944,6020.215032114624,6063.353515625,118043000,0.0,0.0,
2021-06-21 00:00:00+07:00,6039.387703125,6039.387703125,5953.1107359375,5991.4560546875,60823500,0.0,0.0,
2021-06-22 00:00:00+07:00,5991.455463204849,6125.664065580639,5981.869134463722,6077.732421875,65824000,0.0,0.0,
2021-06-23 00:00:00+07:00,6034.593850712907,6077.732329391553,5972.282714843751,5972.28271484375,52451000,0.0,0.0,
2021-06-24 00:00:00+07:00,6048.973642247887,6048.973642247887,5943.524022493962,5953.1103515625,56010000,0.0,0.0,
2021-06-25 00:00:00+07:00,5972.283797897314,6001.042788898425,5933.9384765625,5933.9384765625,68939500,0.0,0.0,
2021-06-28 00:00:00+07:00,5847.660943306152,5895.592590382432,5804.5224609375,5804.5224609375,84420500,0.0,0.0,
2021-06-29 00:00:00+07:00,5799.72919978417,5838.074516807537,5790.142870528329,5794.93603515625,53704000,0.0,0.0,
2021-06-30 00:00:00+07:00,5751.797847510374,5818.902155731327,5751.797847510374,5775.763671875,65795000,0.0,0.0,
2021-07-01 00:00:00+07:00,5809.315825985477,5823.695320604253,5751.797847510374,5775.763671875,58153000,0.0,0.0,
2021-07-02 00:00:00+07:00,5818.902143634733,5886.006451716188,5790.143154456967,5847.6611328125,67392500,0.0,0.0,
2021-07-05 00:00:00+07:00,5847.660741228518,5876.419728480462,5818.901753976575,5857.2470703125,39710500,0.0,0.0,
2021-07-06 00:00:00+07:00,5857.247272721408,5857.247272721408,5804.5224609375,5804.5224609375,34279500,0.0,0.0,
2021-07-07 00:00:00+07:00,5924.351179281739,5924.351179281739,5780.556247745775,5814.1083984375,35595000,0.0,0.0,
2021-07-08 00:00:00+07:00,5751.7977517144645,5790.143070059227,5732.625092542083,5766.17724609375,47297000,0.0,0.0,
2021-07-09 00:00:00+07:00,5761.383885583212,5770.97021484375,5742.2112270621365,5770.97021484375,40707500,0.0,0.0,
2021-07-12 00:00:00+07:00,5818.901364021981,5924.350976879052,5770.969721814222,5914.7646484375,65981500,0.0,0.0,
2021-07-13 00:00:00+07:00,5914.765150854269,5919.558315482191,5766.1770473887245,5794.93603515625,65946500,0.0,0.0,
2021-07-14 00:00:00+07:00,5770.969923831385,5780.556252608514,5732.624608722871,5742.2109375,59321000,0.0,0.0,
2021-07-15 00:00:00+07:00,5751.7972582788225,5862.0400390625,5747.004093896923,5862.0400390625,49724000,0.0,0.0,
2021-07-16 00:00:00+07:00,5914.765044816387,5914.765044816387,5804.522260350603,5857.2470703125,47998500,0.0,0.0,
2021-07-19 00:00:00+07:00,5857.246782466434,5857.246782466434,5756.590332031249,5756.59033203125,47119000,0.0,0.0,
2021-07-21 00:00:00+07:00,5799.729105462251,5866.833409161814,5761.3837890625,5761.3837890625,55009500,0.0,0.0,
2021-07-22 00:00:00+07:00,5862.040424610327,5900.3857421875,5799.729283547421,5900.3857421875,60792000,0.0,0.0,
2021-07-23 00:00:00+07:00,5924.35088125259,5933.9372095394065,5775.762792806934,5785.34912109375,79938000,0.0,0.0,
2021-07-26 00:00:00+07:00,5790.142482176311,5809.315139402061,5756.590332031249,5756.59033203125,48171500,0.0,0.0,
2021-07-27 00:00:00+07:00,5756.590332031249,5809.315139402061,5751.797167724812,5756.59033203125,53107500,0.0,0.0,
2021-07-28 00:00:00+07:00,5756.5908235785955,5761.383988294315,5723.038670568562,5732.625,74133000,0.0,0.0,
2021-07-29 00:00:00+07:00,5804.522560776464,5833.2815495168925,5732.625088925392,5790.14306640625,84605000,0.0,0.0,
2021-07-30 00:00:00+07:00,5790.1428791090875,5847.660854729376,5713.452244948702,5723.03857421875,105685000,0.0,0.0,
2021-08-02 00:00:00+07:00,5809.315439518667,5814.108604072725,5660.727338342859,5713.4521484375,119981500,0.0,0.0,
2021-08-03 00:00:00+07:00,5775.763844303041,5924.351959799634,5737.418524174887,5890.7998046875,110071500,0.0,0.0,
2021-08-04 00:00:00+07:00,5890.799319198708,5895.592483819699,5809.31552064185,5866.83349609375,41112000,0.0,0.0,
2021-08-05 00:00:00+07:00,5914.765409536211,6048.9740249875995,5886.006420510913,6039.3876953125,93768000,0.0,0.0,
2021-08-06 00:00:00+07:00,6096.905292461444,6096.905292461444,5881.212888247007,5905.1787109375,67285000,0.0,0.0,
2021-08-09 00:00:00+07:00,5881.212787849672,5943.52392578125,5852.453801112021,5943.52392578125,52858500,0.0,0.0,
2021-08-10 00:00:00+07:00,5991.456046937004,6039.387695312501,5862.040596323165,6039.3876953125,60446000,0.0,0.0,
2021-08-12 00:00:00+07:00,5866.833761160715,6058.560354662699,5866.833761160715,6039.3876953125,118325500,0.0,0.0,
2021-08-13 00:00:00+07:00,6087.3189398279055,6168.802736660247,6063.353117230158,6144.8369140625,86929000,0.0,0.0,
2021-08-16 00:00:00+07:00,6154.42333984375,6154.42333984375,6044.18055416119,6154.42333984375,69282000,0.0,0.0,
2021-08-18 00:00:00+07:00,6250.286419862689,6480.358312618371,6192.768446673769,6326.97705078125,186354500,0.0,0.0,
2021-08-19 00:00:00+07:00,6326.97705078125,6326.97705078125,6259.87274872751,6326.97705078125,100926000,0.0,0.0,
2021-08-20 00:00:00+07:00,6326.97705078125,6326.97705078125,6240.70009099787,6326.97705078125,120163500,0.0,0.0,
2021-08-23 00:00:00+07:00,6245.4931596168435,6317.390625,6245.4931596168435,6317.390625,68253000,0.0,0.0,
2021-08-24 00:00:00+07:00,6298.21806418679,6326.97705078125,6231.113762133049,6326.97705078125,59561500,0.0,0.0,
2021-08-25 00:00:00+07:00,6326.97705078125,6331.77021521366,6312.59755748402,6326.97705078125,80751500,0.0,0.0,
2021-08-26 00:00:00+07:00,6288.631835937501,6307.804493973896,6202.354874773724,6288.6318359375,74337000,0.0,0.0,
2021-08-27 00:00:00+07:00,6221.527537262385,6259.872853362615,6221.527537262385,6240.7001953125,71572500,0.0,0.0,
2021-08-30 00:00:00+07:00,6259.872168489384,6307.803808370621,6250.285840513137,6293.42431640625,74564500,0.0,0.0,
2021-08-31 00:00:00+07:00,6250.286423544847,6298.218067897185,6245.493259109613,6279.04541015625,115373500,0.0,0.0,
2021-09-01 00:00:00+07:00,6279.0448244418785,6326.976464323115,6264.665332477508,6293.42431640625,67362500,0.0,0.0,
2021-09-02 00:00:00+07:00,6255.079978452911,6303.011625797377,6187.975672170657,6269.45947265625,53257000,0.0,0.0,
2021-09-03 00:00:00+07:00,6288.63173532197,6326.97705078125,6245.4932554302795,6326.97705078125,35764500,0.0,0.0,
2021-09-06 00:00:00+07:00,6326.9770526378325,6331.770217071649,6279.045408299667,6303.01123046875,36780000,0.0,0.0,
2021-09-07 00:00:00+07:00,6322.184084632444,6331.770413797922,6298.21826171875,6298.21826171875,53902000,0.0,0.0,
2021-09-08 00:00:00+07:00,6279.045815793624,6322.184298497549,6154.423532426727,6173.59619140625,77888000,0.0,0.0,
2021-09-09 00:00:00+07:00,6144.836995071109,6298.21826171875,6144.836995071109,6298.21826171875,110074000,0.0,0.0,
2021-09-10 00:00:00+07:00,6226.319825342096,6293.424119071727,6226.319825342096,6250.28564453125,41483500,0.0,0.0,
2021-09-13 00:00:00+07:00,6288.631543192219,6288.631543192219,6255.079393190432,6283.83837890625,29929000,0.0,0.0,
2021-09-14 00:00:00+07:00,6317.390922668783,6322.184087253509,6226.3207955589905,6274.25244140625,51990500,0.0,0.0,
2021-09-15 00:00:00+07:00,6274.252446668712,6279.045611257458,6216.734471603759,6226.32080078125,44514000,0.0,0.0,
2021-09-16 00:00:00+07:00,6307.804400540865,6307.804400540865,6211.941111778846,6231.11376953125,58672500,0.0,0.0,
2021-09-17 00:00:00+07:00,6221.526661504266,6264.665136044742,6211.940333828604,6250.28564453125,117540000,0.0,0.0,
2021-09-20 00:00:00+07:00,6298.218649896783,6317.391309409406,6240.700671358913,6312.59814453125,73157500,0.0,0.0,
2021-09-21 00:00:00+07:00,6240.700490989744,6264.666314687861,6202.355173072756,6221.52783203125,57115500,0.0,0.0,
2021-09-22 00:00:00+07:00,6231.113571760583,6307.804200336098,6231.113571760583,6283.83837890625,68722000,0.0,0.0,
2021-09-23 00:00:00+07:00,6283.838864219226,6317.39101681231,6274.252534906916,6307.8046875,60998500,0.0,0.0,
2021-09-24 00:00:00+07:00,6231.114341602601,6312.59814453125,6231.114341602601,6312.59814453125,60539500,0.0,0.0,
2021-09-27 00:00:00+07:00,6312.597852156156,6322.184181468466,6283.838864219226,6307.8046875,55052500,0.0,0.0,
2021-09-28 00:00:00+07:00,6269.458299882573,6288.630955233895,6231.112989179927,6250.28564453125,80186000,0.0,0.0,
2021-09-29 00:00:00+07:00,6250.2867116261405,6307.804687500001,6245.493546969985,6307.8046875,74079000,0.0,0.0,
2021-09-30 00:00:00+07:00,6326.977022879464,6710.43017578125,6322.183858468192,6710.43017578125,156848000,0.0,0.0,
2021-10-01 00:00:00+07:00,6614.5670043223,6614.5670043223,6432.426753478642,6480.3583984375,103954500,0.0,0.0,
2021-10-04 00:00:00+07:00,6461.185723666487,6672.0849609375,6461.185723666487,6672.0849609375,74719000,0.0,0.0,
2021-10-05 00:00:00+07:00,6624.153900344223,6657.7060546875,6576.222251282397,6657.7060546875,54986500,0.0,0.0,
2021-10-06 00:00:00+07:00,6691.2573160580605,6882.983886718749,6681.670987525025,6882.98388671875,174312000,0.0,0.0,
2021-10-07 00:00:00+07:00,6878.191506156708,6878.191506156708,6787.121374716306,6863.81201171875,107263500,0.0,0.0,
2021-10-08 00:00:00+07:00,6902.157118055557,6998.020411361884,6878.191294728975,6988.43408203125,94643500,0.0,0.0,
